KSH,OLD_ZYMC,NEW_ZYMC,NJ
919998,语言文学类18,语言文学类12,2015
919991,语言文学类11,语言文学类12,2015
919990,政法类06,政法类07,2015
919989,交叉学科类05,交叉学科类06,2015
919987,语言文学类11,语言文学类12,2015
919985,语言文学类11,语言文学类12,2015
919982,数学类04,数学类05,2015
919981,工科大类03,工科大类04,2015
919979,数学类04,数学类05,2015
919978,工科大类30,工科大类24,2015
920020,工科大类03,工科大类04,2015
919974,工科大类30,工科大类24,2015
920021,数学类01,数学类02,2015
920024,工科大类03,工科大类04,2015
920057,工科大类30,工科大类34,2015
920055,化学类11,化学类09,2015
920054,化学类11,化学类09,2015
920039,政法类06,政法类07,2015
920038,生命科学类02,生命科学类03,2015
920036,生命科学类20,生命科学类21,2015
920035,生命科学类20,生命科学类21,2015
920034,生命科学类02,生命科学类03,2015
920033,数学类01,数学类02,2015
920032,数学类01,数学类02,2015
920031,生命科学类20,生命科学类21,2015
920030,交叉学科类05,交叉学科类06,2015
920029,交叉学科类05,交叉学科类06,2015
920028,生命科学类02,生命科学类03,2015
920027,生命科学类20,生命科学类21,2015
920026,数学类01,数学类02,2015
920025,工科大类03,工科大类04,2015
920023,工科大类03,工科大类04,2015
919970,政法类06,政法类07,2015
919968,工科大类09,工科大类03,2015
919967,工科大类09,工科大类33,2015
919898,工科大类30,工科大类23,2015
919895,工科大类09,工科大类03,2015
919884,生命科学类16,生命科学类01,2015
919880,化学类11,化学类07,2015
919872,工科大类09,工科大类22,2015
919871,生命科学类16,生命科学类01,2015
919864,交叉学科类05,交叉学科类06,2015
919863,工科大类03,工科大类04,2015
919851,生命科学类02,生命科学类03,2015
919850,交叉学科类05,交叉学科类06,2015
919849,交叉学科类05,交叉学科类06,2015
919848,工科大类03,工科大类04,2015
919846,交叉学科类05,交叉学科类06,2015
919836,工科大类21,工科大类10,2015
919834,工科大类30,工科大类23,2015
919831,化学类11,化学类07,2015
919827,工科大类30,工科大类23,2015
919901,生命科学类16,生命科学类01,2015
919902,工科大类30,工科大类24,2015
919903,数学类01,数学类02,2015
919904,交叉学科类05,交叉学科类06,2015
919965,工科大类03,工科大类04,2015
919964,工科大类03,工科大类04,2015
919961,数学类04,交叉学科类05,2015
919960,生命科学类22,生命科学类23,2015
919957,工科大类30,工科大类34,2015
919955,语言文学类11,语言文学类12,2015
919954,化学类11,化学类07,2015
919953,交叉学科类14,交叉学科类05,2015
919823,生命科学类16,生命科学类01,2015
919951,工科大类30,工科大类24,2015
919929,语言文学类18,语言文学类12,2015
919921,化学类11,化学类09,2015
919914,化学类11,化学类09,2015
919909,工科大类03,工科大类04,2015
919908,数学类01,数学类02,2015
919907,工科大类03,工科大类04,2015
919906,生命科学类02,生命科学类03,2015
919905,工科大类03,工科大类04,2015
919944,生命科学类13,生命科学类14,2015
920459,生命科学类02,生命科学类03,2015
920791,工科大类30,工科大类25,2015
920461,数学类01,数学类02,2015
921113,生命科学类01,生命科学类02,2015
921112,生命科学类01,生命科学类02,2015
921094,语言文学类18,语言文学类12,2015
921092,语言文学类18,语言文学类12,2015
921085,社会学类02,社会学类03,2015
921082,社会学类02,社会学类03,2015
921081,社会学类02,社会学类03,2015
921067,社会学类02,社会学类03,2015
921064,社会学类02,社会学类03,2015
921063,社会学类02,社会学类03,2015
921062,社会学类02,社会学类03,2015
921057,社会学类02,社会学类03,2015
921056,社会学类02,社会学类03,2015
921055,社会学类02,社会学类03,2015
921054,社会学类02,社会学类03,2015
921043,社会学类02,社会学类03,2015
921040,化学类11,化学类07,2015
921120,生命科学类01,生命科学类02,2015
921034,化学类11,化学类09,2015
921121,生命科学类01,生命科学类02,2015
921258,工科大类09,工科大类22,2015
921322,生命科学类16,生命科学类01,2015
921312,工科大类21,工科大类16,2015
921311,工科大类21,工科大类10,2015
921308,生命科学类16,生命科学类01,2015
921307,工科大类30,工科大类23,2015
921306,生命科学类16,生命科学类01,2015
921305,工科大类30,工科大类23,2015
921304,工科大类30,工科大类23,2015
921300,工科大类21,工科大类10,2015
921288,工科大类21,工科大类10,2015
921285,生命科学类16,生命科学类01,2015
921284,化学类11,化学类09,2015
921280,工科大类21,工科大类10,2015
921279,工科大类09,工科大类22,2015
921277,工科大类09,工科大类22,2015
921276,工科大类21,工科大类16,2015
921275,化学类11,化学类07,2015
921257,工科大类09,工科大类03,2015
921323,工科大类21,工科大类10,2015
921033,工科大类21,工科大类16,2015
921029,工科大类21,工科大类10,2015
920988,生命科学类02,生命科学类03,2015
920987,交叉学科类05,交叉学科类06,2015
920986,生命科学类02,生命科学类03,2015
920985,交叉学科类05,交叉学科类06,2015
920984,工科大类03,工科大类04,2015
920981,生命科学类02,生命科学类03,2015
920980,生命科学类20,生命科学类21,2015
920979,生命科学类20,生命科学类21,2015
920978,交叉学科类05,交叉学科类06,2015
920977,交叉学科类05,交叉学科类06,2015
920976,工科大类30,工科大类24,2015
920975,生命科学类02,生命科学类03,2015
920974,化学类11,化学类07,2015
920972,交叉学科类05,交叉学科类06,2015
920971,工科大类21,工科大类10,2015
920967,政法类06,政法类07,2015
920966,政法类06,政法类07,2015
920989,工科大类03,工科大类04,2015
921031,工科大类21,工科大类16,2015
920990,数学类01,数学类02,2015
920992,数学类01,数学类02,2015
921028,工科大类21,工科大类10,2015
921024,工科大类30,工科大类34,2015
921019,工科大类30,工科大类23,2015
921013,工科大类30,工科大类24,2015
921011,生命科学类16,生命科学类03,2015
921010,工科大类30,工科大类24,2015
921005,语言文学类18,语言文学类14,2015
921004,工科大类21,工科大类10,2015
921003,化学类11,化学类07,2015
921000,数学类01,数学类02,2015
920999,数学类01,数学类02,2015
920998,交叉学科类05,交叉学科类06,2015
920997,交叉学科类05,交叉学科类06,2015
920996,生命科学类02,生命科学类03,2015
920995,交叉学科类05,交叉学科类06,2015
920994,数学类01,数学类02,2015
920993,工科大类03,工科大类04,2015
920991,工科大类03,工科大类04,2015
921327,工科大类09,工科大类32,2015
921328,化学类11,化学类09,2015
921332,工科大类09,工科大类22,2015
921502,物理学类04,物理学类05,2015
921501,工科大类30,工科大类34,2015
921500,工科大类30,工科大类23,2015
921499,语言文学类18,语言文学类14,2015
921495,工科大类21,工科大类10,2015
921494,工科大类30,工科大类34,2015
921492,工科大类30,工科大类34,2015
921491,工科大类30,工科大类34,2015
921485,工科大类21,工科大类10,2015
921484,工科大类30,工科大类24,2015
921472,工科大类30,工科大类24,2015
921470,工科大类30,工科大类23,2015
921467,化学类11,化学类07,2015
921466,工科大类09,工科大类03,2015
921465,工科大类09,工科大类03,2015
921464,工科大类21,工科大类10,2015
921462,工科大类09,工科大类32,2015
921503,交叉学科类23,交叉学科类24,2015
921460,工科大类21,工科大类10,2015
921504,仪器仪表类02,仪器仪表类03,2015
921510,工科大类21,工科大类10,2015
919544,工科大类09,工科大类03,2015
921568,语言文学类18,语言文学类14,2015
921566,工科大类30,工科大类25,2015
921564,工科大类30,工科大类25,2015
921562,工科大类09,工科大类03,2015
921561,工科大类09,工科大类33,2015
921560,语言文学类11,语言文学类12,2015
921555,语言文学类18,语言文学类12,2015
921549,工科大类21,工科大类16,2015
921544,工科大类09,工科大类22,2015
921540,语言文学类18,语言文学类12,2015
921533,工科大类21,工科大类10,2015
921524,工科大类30,工科大类23,2015
921523,语言文学类18,语言文学类14,2015
921518,工科大类09,工科大类33,2015
921515,工科大类21,工科大类10,2015
921512,工科大类30,工科大类25,2015
921505,工科大类09,工科大类33,2015
921458,工科大类21,工科大类10,2015
921457,工科大类09,工科大类31,2015
921451,工科大类21,工科大类16,2015
921371,工科大类30,工科大类24,2015
921370,工科大类30,工科大类34,2015
921369,工科大类30,工科大类24,2015
921368,生命科学类16,生命科学类01,2015
921366,工科大类30,工科大类24,2015
921358,工科大类21,工科大类16,2015
921357,工科大类21,工科大类16,2015
921356,工科大类09,工科大类33,2015
921355,工科大类09,工科大类03,2015
921354,生命科学类16,生命科学类03,2015
921346,化学类11,化学类07,2015
921344,化学类11,化学类07,2015
921340,工科大类30,工科大类23,2015
921339,工科大类30,工科大类23,2015
921338,化学类11,化学类09,2015
921336,生命科学类16,生命科学类01,2015
921334,工科大类30,工科大类24,2015
921389,化学类11,化学类09,2015
921390,化学类11,化学类09,2015
921396,生命科学类16,生命科学类01,2015
921397,生命科学类16,生命科学类01,2015
921450,工科大类21,工科大类16,2015
921438,工科大类30,工科大类23,2015
921437,工科大类30,工科大类23,2015
921436,工科大类30,工科大类24,2015
921435,工科大类30,工科大类25,2015
921432,生命科学类16,生命科学类01,2015
921430,生命科学类16,生命科学类02,2015
921424,生命科学类16,生命科学类01,2015
920960,化学类11,化学类07,2015
921422,工科大类30,工科大类34,2015
921415,生命科学类16,生命科学类01,2015
921414,生命科学类16,生命科学类01,2015
921412,工科大类09,工科大类33,2015
921409,工科大类09,工科大类22,2015
921408,工科大类09,工科大类33,2015
921407,生命科学类16,生命科学类02,2015
921406,生命科学类16,生命科学类01,2015
921404,工科大类30,工科大类25,2015
921416,化学类11,化学类09,2015
920460,工科大类03,工科大类04,2015
920951,语言文学类18,语言文学类14,2015
920937,化学类11,化学类09,2015
920650,交叉学科类05,交叉学科类06,2015
920644,生命科学类16,生命科学类03,2015
920643,生命科学类16,生命科学类02,2015
920642,化学类11,化学类07,2015
920641,化学类11,化学类09,2015
920631,工科大类09,工科大类31,2015
920630,工科大类09,工科大类03,2015
920627,工科大类30,工科大类25,2015
920626,工科大类30,工科大类23,2015
920625,工科大类30,工科大类34,2015
920624,工科大类30,工科大类23,2015
920617,工科大类03,工科大类04,2015
920616,交叉学科类05,交叉学科类06,2015
920615,交叉学科类05,交叉学科类06,2015
920614,生命科学类02,生命科学类03,2015
920612,政法类06,政法类07,2015
920611,政法类06,政法类07,2015
920651,交叉学科类05,交叉学科类06,2015
920598,化学类11,化学类07,2015
920654,生命科学类16,生命科学类01,2015
920657,化学类11,化学类07,2015
920705,化学类11,化学类09,2015
920703,工科大类30,工科大类25,2015
920702,工科大类21,工科大类10,2015
920701,化学类11,化学类09,2015
920700,交叉学科类02,交叉学科类05,2015
920690,生命科学类16,生命科学类01,2015
920689,工科大类09,工科大类31,2015
920685,语言文学类18,语言文学类12,2015
920684,语言文学类18,语言文学类14,2015
920680,生命科学类16,生命科学类01,2015
920679,生命科学类16,生命科学类01,2015
920677,生命科学类16,生命科学类03,2015
920675,语言文学类18,语言文学类12,2015
920671,生命科学类16,生命科学类03,2015
920668,语言文学类18,语言文学类14,2015
920667,工科大类30,工科大类34,2015
920664,工科大类30,工科大类23,2015
920656,化学类11,化学类09,2015
920708,工科大类30,工科大类23,2015
920595,工科大类30,工科大类34,2015
920590,工科大类21,工科大类10,2015
920523,语言文学类18,语言文学类14,2015
920516,生命科学类16,生命科学类01,2015
920514,工科大类30,工科大类24,2015
920510,交叉学科类05,交叉学科类06,2015
920508,数学类01,数学类02,2015
920507,语言文学类18,语言文学类14,2015
920501,生命科学类02,生命科学类03,2015
920500,数学类01,数学类02,2015
920498,语言文学类18,语言文学类14,2015
920485,工科大类30,工科大类23,2015
920483,工科大类09,工科大类22,2015
920482,工科大类09,工科大类03,2015
920480,工科大类09,工科大类03,2015
920474,生命科学类16,生命科学类01,2015
920468,工科大类21,工科大类10,2015
920465,生命科学类16,生命科学类01,2015
920462,化学类11,化学类09,2015
920532,工科大类09,工科大类32,2015
920592,化学类11,化学类09,2015
920533,工科大类30,工科大类34,2015
920545,工科大类21,工科大类16,2015
920586,工科大类21,工科大类10,2015
920585,工科大类30,工科大类34,2015
920582,语言文学类18,语言文学类14,2015
920581,生命科学类20,生命科学类21,2015
920580,数学类01,数学类02,2015
920579,数学类01,数学类02,2015
920578,数学类01,数学类02,2015
920577,数学类01,数学类02,2015
920576,交叉学科类05,交叉学科类06,2015
920573,工科大类30,工科大类34,2015
920571,生命科学类16,生命科学类01,2015
920564,工科大类30,工科大类24,2015
920562,生命科学类16,生命科学类01,2015
920561,工科大类30,工科大类34,2015
920557,生命科学类16,生命科学类01,2015
920556,化学类11,化学类07,2015
920555,生命科学类02,生命科学类03,2015
920536,工科大类09,工科大类32,2015
920711,工科大类30,工科大类34,2015
920714,化学类11,化学类07,2015
920716,生命科学类16,生命科学类01,2015
920896,生命科学类16,生命科学类01,2015
920894,工科大类21,工科大类16,2015
920890,语言文学类18,语言文学类14,2015
920888,生命科学类16,生命科学类01,2015
920882,工科大类03,工科大类04,2015
920879,工科大类03,工科大类04,2015
920874,语言文学类18,语言文学类12,2015
920871,化学类11,化学类07,2015
920857,政法类06,政法类07,2015
920856,政法类06,政法类07,2015
920855,政法类06,政法类07,2015
920854,政法类06,政法类07,2015
920848,生命科学类02,生命科学类03,2015
920847,生命科学类02,生命科学类03,2015
920846,生命科学类02,生命科学类03,2015
920845,生命科学类02,生命科学类03,2015
920844,数学类01,数学类02,2015
920898,生命科学类16,生命科学类01,2015
920843,数学类01,数学类02,2015
920904,政法类06,政法类07,2015
920906,政法类06,政法类07,2015
920936,工科大类21,工科大类10,2015
920935,化学类11,化学类07,2015
920934,工科大类21,工科大类10,2015
920933,工科大类09,工科大类32,2015
920932,工科大类09,工科大类03,2015
920928,化学类11,化学类09,2015
920927,生命科学类16,生命科学类02,2015
920926,生命科学类16,生命科学类01,2015
920923,工科大类30,工科大类23,2015
920922,工科大类21,工科大类16,2015
920920,工科大类21,工科大类10,2015
920915,生命科学类16,生命科学类01,2015
920914,工科大类30,工科大类34,2015
920911,化学类11,交叉学科类05,2015
920910,工科大类09,工科大类33,2015
920909,工科大类09,工科大类22,2015
920907,政法类06,政法类07,2015
920905,政法类06,政法类07,2015
920842,数学类01,数学类02,2015
920841,数学类01,数学类02,2015
920840,数学类01,数学类02,2015
920772,工科大类30,工科大类24,2015
920769,生命科学类16,生命科学类01,2015
920760,工科大类21,工科大类10,2015
920752,化学类11,化学类09,2015
920747,化学类11,化学类09,2015
920745,生命科学类16,生命科学类01,2015
920743,工科大类30,工科大类24,2015
920730,工科大类09,工科大类33,2015
920729,工科大类09,工科大类22,2015
920724,工科大类30,工科大类23,2015
920723,工科大类30,工科大类23,2015
920722,化学类11,化学类07,2015
920721,化学类11,化学类09,2015
920720,化学类11,化学类09,2015
920719,化学类11,化学类07,2015
920718,生命科学类16,生命科学类01,2015
920717,生命科学类16,生命科学类01,2015
920774,工科大类21,工科大类16,2015
920775,化学类11,化学类07,2015
920776,化学类11,化学类09,2015
920778,工科大类21,工科大类10,2015
920839,数学类01,数学类02,2015
920838,数学类01,数学类02,2015
920836,政法类06,政法类07,2015
920835,工科大类03,工科大类04,2015
920834,工科大类03,工科大类04,2015
920833,工科大类03,工科大类04,2015
920832,交叉学科类05,交叉学科类06,2015
920831,工科大类30,工科大类34,2015
920938,化学类11,化学类07,2015
920812,生命科学类16,生命科学类02,2015
920807,语言文学类18,语言文学类14,2015
920804,工科大类21,工科大类16,2015
920797,工科大类30,工科大类23,2015
920789,工科大类03,工科大类04,2015
920788,工科大类03,工科大类04,2015
920783,化学类11,化学类09,2015
920782,化学类11,化学类09,2015
920779,化学类11,化学类07,2015
920811,生命科学类15,交叉学科类05,2015
919537,工科大类30,工科大类24,2015
918255,工科大类09,工科大类33,2015
919534,工科大类09,工科大类32,2015
918297,工科大类03,工科大类04,2015
918296,生命科学类02,生命科学类03,2015
918293,工科大类21,工科大类10,2015
918290,生命科学类02,生命科学类03,2015
918285,工科大类30,工科大类23,2015
918284,工科大类30,工科大类25,2015
918278,工科大类30,工科大类34,2015
918276,数学类01,数学类02,2015
918275,生命科学类20,生命科学类21,2015
918274,工科大类21,工科大类10,2015
918270,生命科学类20,生命科学类21,2015
918269,化学类11,化学类09,2015
918267,工科大类03,工科大类04,2015
918264,生命科学类16,生命科学类03,2015
918259,工科大类21,工科大类16,2015
918258,生命科学类16,生命科学类01,2015
918251,工科大类30,工科大类24,2015
918298,数学类01,数学类02,2015
918248,工科大类09,工科大类22,2015
918299,工科大类03,工科大类04,2015
918301,工科大类03,工科大类04,2015
918369,数学类01,数学类02,2015
918367,工科大类30,工科大类23,2015
918364,生命科学类16,生命科学类01,2015
918359,政法类06,政法类07,2015
918358,政法类06,政法类07,2015
918357,政法类06,政法类07,2015
918350,语言文学类18,语言文学类14,2015
918346,语言文学类18,语言文学类12,2015
918337,物理学类04,交叉学科类05,2015
918325,语言文学类18,语言文学类14,2015
918324,语言文学类18,语言文学类14,2015
918322,语言文学类18,语言文学类12,2015
918317,交叉学科类02,交叉学科类05,2015
918310,工科大类09,工科大类33,2015
918304,语言文学类18,语言文学类12,2015
918303,数学类01,数学类02,2015
918302,工科大类03,工科大类04,2015
918300,数学类01,数学类02,2015
918371,工科大类30,工科大类34,2015
918246,工科大类30,工科大类23,2015
918243,工科大类21,工科大类10,2015
918166,生命科学类17,生命科学类18,2015
918165,生命科学类02,生命科学类03,2015
918164,交叉学科类05,交叉学科类06,2015
918161,政法类06,政法类07,2015
918157,生命科学类20,生命科学类21,2015
918154,数学类01,数学类02,2015
918150,生命科学类16,生命科学类03,2015
918148,工科大类09,工科大类03,2015
918145,工科大类21,工科大类10,2015
918144,生命科学类16,生命科学类01,2015
918142,语言文学类18,语言文学类12,2015
918140,化学类11,化学类07,2015
918137,生命科学类20,生命科学类21,2015
918136,生命科学类20,生命科学类21,2015
918135,生命科学类20,生命科学类21,2015
918134,生命科学类20,生命科学类21,2015
918133,生命科学类20,生命科学类21,2015
918169,生命科学类15,生命科学类16,2015
918245,化学类11,化学类07,2015
918172,语言文学类18,语言文学类14,2015
918184,语言文学类18,语言文学类14,2015
918217,生命科学类16,生命科学类01,2015
918215,语言文学类18,语言文学类14,2015
918209,政法类06,政法类07,2015
918208,政法类06,政法类07,2015
918207,政法类06,政法类07,2015
918206,交叉学科类05,交叉学科类06,2015
918205,生命科学类20,生命科学类21,2015
918204,生命科学类02,生命科学类03,2015
918203,交叉学科类05,交叉学科类06,2015
918202,政法类06,政法类07,2015
918201,生命科学类20,生命科学类21,2015
918200,交叉学科类05,交叉学科类06,2015
918198,数学类01,数学类02,2015
918197,交叉学科类05,交叉学科类06,2015
918192,工科大类09,工科大类03,2015
918189,数学类01,数学类02,2015
918186,工科大类30,工科大类34,2015
918175,数学类01,数学类02,2015
918121,数学类04,交叉学科类05,2015
918374,工科大类30,工科大类23,2015
918382,工科大类09,工科大类31,2015
918584,交叉学科类05,交叉学科类06,2015
918583,数学类01,数学类02,2015
918582,交叉学科类05,交叉学科类06,2015
918581,交叉学科类05,交叉学科类06,2015
918580,工科大类21,工科大类10,2015
918573,工科大类30,工科大类34,2015
918569,工科大类30,工科大类23,2015
918568,工科大类30,工科大类24,2015
918558,工科大类09,工科大类32,2015
918554,工科大类09,工科大类22,2015
918550,语言文学类18,语言文学类14,2015
918542,化学类11,化学类09,2015
918541,生命科学类16,生命科学类01,2015
918540,政法类06,政法类07,2015
918535,生命科学类20,生命科学类21,2015
918527,政法类06,政法类07,2015
918526,交叉学科类05,交叉学科类06,2015
918585,数学类01,数学类02,2015
918517,数学类01,数学类02,2015
918586,语言文学类18,语言文学类14,2015
918591,工科大类03,工科大类04,2015
918632,政法类06,政法类07,2015
918631,数学类01,数学类02,2015
918629,生命科学类02,生命科学类03,2015
918624,工科大类21,工科大类10,2015
918615,生命科学类16,生命科学类01,2015
918614,化学类11,化学类09,2015
918610,化学类11,化学类09,2015
918601,生命科学类02,生命科学类03,2015
918600,工科大类03,工科大类04,2015
918599,工科大类03,工科大类04,2015
918598,交叉学科类05,交叉学科类06,2015
918597,工科大类03,工科大类04,2015
918596,数学类01,数学类02,2015
918595,数学类01,数学类02,2015
918594,工科大类03,工科大类04,2015
918593,生命科学类02,生命科学类03,2015
918592,工科大类03,工科大类04,2015
918590,交叉学科类05,交叉学科类06,2015
918375,工科大类30,工科大类23,2015
918516,工科大类03,工科大类04,2015
918514,生命科学类02,生命科学类03,2015
918427,工科大类30,工科大类24,2015
918425,生命科学类02,生命科学类03,2015
918420,工科大类03,工科大类04,2015
918413,生命科学类16,生命科学类01,2015
918412,生命科学类20,生命科学类21,2015
918411,化学类01,交叉学科类05,2015
918410,工科大类21,工科大类16,2015
918408,工科大类30,工科大类34,2015
918406,工科大类30,工科大类34,2015
918405,生命科学类02,生命科学类03,2015
918403,数学类01,数学类02,2015
918401,政法类06,政法类07,2015
918396,工科大类30,工科大类23,2015
918394,工科大类21,工科大类16,2015
918386,生命科学类20,生命科学类21,2015
918384,化学类11,化学类09,2015
918383,化学类11,化学类09,2015
918434,语言文学类18,语言文学类12,2015
918515,生命科学类16,生命科学类01,2015
918437,生命科学类20,生命科学类21,2015
918446,工科大类30,工科大类34,2015
918512,政法类06,政法类07,2015
918510,生命科学类02,生命科学类03,2015
918507,语言文学类18,语言文学类14,2015
918502,政法类06,政法类07,2015
918497,化学类11,化学类07,2015
918492,工科大类21,工科大类16,2015
918491,工科大类03,工科大类04,2015
918475,工科大类03,工科大类04,2015
918473,工科大类03,工科大类04,2015
918458,生命科学类16,生命科学类02,2015
918457,生命科学类16,生命科学类01,2015
918455,工科大类09,工科大类31,2015
918454,工科大类09,工科大类03,2015
918453,工科大类21,工科大类10,2015
918450,工科大类30,工科大类34,2015
918448,化学类11,化学类07,2015
918447,生命科学类16,生命科学类01,2015
918442,生命科学类16,生命科学类02,2015
918117,生命科学类16,生命科学类01,2015
918113,工科大类30,工科大类24,2015
918109,工科大类03,工科大类04,2015
917824,生命科学类22,生命科学类23,2015
917821,工科大类21,工科大类10,2015
917819,工科大类03,工科大类04,2015
917817,生命科学类16,生命科学类03,2015
917814,生命科学类16,生命科学类01,2015
917813,生命科学类16,生命科学类01,2015
917806,语言文学类18,语言文学类12,2015
917805,语言文学类18,语言文学类14,2015
917793,工科大类09,工科大类22,2015
917787,工科大类09,工科大类03,2015
917786,工科大类30,工科大类34,2015
917785,生命科学类16,生命科学类01,2015
917782,工科大类09,工科大类03,2015
917775,语言文学类18,语言文学类14,2015
917763,工科大类09,工科大类03,2015
917761,工科大类30,工科大类34,2015
917759,生命科学类16,生命科学类01,2015
917827,生命科学类17,生命科学类18,2015
917755,生命科学类16,生命科学类01,2015
917828,生命科学类15,生命科学类16,2015
917831,生命科学类10,生命科学类11,2015
917886,生命科学类20,生命科学类21,2015
917885,生命科学类20,生命科学类21,2015
917884,生命科学类20,生命科学类21,2015
917883,生命科学类20,生命科学类21,2015
917882,生命科学类20,生命科学类21,2015
917881,生命科学类20,生命科学类21,2015
917880,生命科学类20,生命科学类21,2015
917879,生命科学类20,生命科学类21,2015
917878,生命科学类20,生命科学类21,2015
917877,生命科学类20,生命科学类21,2015
917876,生命科学类16,生命科学类03,2015
917867,化学类11,化学类09,2015
917865,工科大类21,工科大类10,2015
917864,化学类11,化学类07,2015
917853,工科大类21,工科大类16,2015
917848,语言文学类18,语言文学类12,2015
917833,生命科学类10,生命科学类11,2015
917830,语言文学类11,语言文学类12,2015
917887,生命科学类20,生命科学类21,2015
917752,工科大类30,工科大类34,2015
917742,政法类06,政法类07,2015
917683,政法类06,政法类07,2015
917682,政法类06,政法类07,2015
917681,政法类06,政法类07,2015
917680,生命科学类02,生命科学类03,2015
917679,政法类06,政法类07,2015
917678,政法类06,政法类07,2015
917677,政法类06,政法类07,2015
917676,政法类06,政法类07,2015
917675,政法类06,政法类07,2015
917674,政法类06,政法类07,2015
917673,政法类06,政法类07,2015
917671,交叉学科类05,交叉学科类06,2015
917670,数学类01,数学类02,2015
917669,政法类06,政法类07,2015
917668,政法类06,政法类07,2015
917667,政法类06,政法类07,2015
917666,工科大类09,工科大类22,2015
917687,语言文学类18,语言文学类14,2015
917747,工科大类09,工科大类03,2015
917704,工科大类09,工科大类03,2015
917711,工科大类21,工科大类10,2015
917741,政法类06,政法类07,2015
917740,交叉学科类05,交叉学科类06,2015
917739,交叉学科类05,交叉学科类06,2015
917738,交叉学科类05,交叉学科类06,2015
917737,工科大类03,工科大类04,2015
917736,政法类06,政法类07,2015
917735,交叉学科类05,交叉学科类06,2015
917734,政法类06,政法类07,2015
917733,生命科学类20,生命科学类21,2015
917732,工科大类03,工科大类04,2015
917731,生命科学类20,生命科学类21,2015
917724,工科大类30,工科大类23,2015
917721,数学类01,数学类02,2015
917720,政法类06,政法类07,2015
917714,工科大类09,工科大类31,2015
917713,交叉学科类05,交叉学科类06,2015
917712,交叉学科类05,交叉学科类06,2015
917707,工科大类21,工科大类10,2015
917888,生命科学类20,生命科学类21,2015
917890,生命科学类20,生命科学类21,2015
917891,数学类01,数学类02,2015
918014,化学类11,化学类07,2015
918013,数学类01,数学类02,2015
918010,政法类06,政法类07,2015
918007,数学类01,数学类02,2015
918006,生命科学类02,生命科学类03,2015
918003,生命科学类16,生命科学类02,2015
918002,工科大类21,工科大类10,2015
918001,工科大类21,工科大类16,2015
918000,工科大类21,工科大类10,2015
917999,工科大类09,工科大类31,2015
917998,工科大类09,工科大类03,2015
917997,工科大类09,工科大类03,2015
917996,工科大类09,工科大类33,2015
917990,工科大类30,工科大类24,2015
917989,工科大类30,工科大类24,2015
917988,工科大类30,工科大类24,2015
917987,化学类11,化学类09,2015
918018,政法类06,政法类07,2015
917986,化学类11,化学类09,2015
918019,生命科学类16,生命科学类01,2015
918022,生命科学类20,生命科学类21,2015
918106,政法类06,政法类07,2015
918095,工科大类09,工科大类03,2015
918090,工科大类09,工科大类31,2015
918084,化学类11,化学类09,2015
918081,生命科学类10,交叉学科类05,2015
918080,工科大类21,工科大类10,2015
918079,工科大类09,工科大类32,2015
918063,工科大类30,工科大类25,2015
918062,物理学类04,交叉学科类05,2015
918061,工科大类30,工科大类25,2015
918052,化学类11,化学类09,2015
918049,生命科学类20,生命科学类21,2015
918041,生命科学类16,生命科学类01,2015
918038,生命科学类16,生命科学类01,2015
918036,生命科学类16,生命科学类01,2015
918030,工科大类09,工科大类32,2015
918025,工科大类21,工科大类16,2015
918020,工科大类30,工科大类23,2015
917985,化学类11,化学类09,2015
917984,化学类11,化学类07,2015
917983,生命科学类16,生命科学类01,2015
917941,工科大类09,工科大类03,2015
917936,政法类06,政法类07,2015
917930,政法类06,政法类07,2015
917927,语言文学类18,语言文学类14,2015
917923,语言文学类18,语言文学类14,2015
917921,生命科学类20,生命科学类21,2015
917920,交叉学科类05,交叉学科类06,2015
917919,数学类01,数学类02,2015
917918,生命科学类02,生命科学类03,2015
917917,工科大类03,工科大类04,2015
917916,生命科学类02,生命科学类03,2015
917915,政法类06,政法类07,2015
917911,工科大类30,工科大类23,2015
917907,生命科学类20,生命科学类21,2015
917906,生命科学类02,生命科学类03,2015
917896,化学类11,化学类09,2015
917892,交叉学科类05,交叉学科类06,2015
917942,工科大类30,工科大类24,2015
917943,工科大类30,工科大类24,2015
917945,交叉学科类10,交叉学科类05,2015
917946,语言文学类11,语言文学类12,2015
917982,生命科学类16,生命科学类02,2015
917981,生命科学类16,生命科学类01,2015
917980,生命科学类16,生命科学类01,2015
917970,政法类06,政法类07,2015
917968,工科大类03,工科大类04,2015
917962,数学类01,数学类02,2015
917961,数学类01,数学类02,2015
917960,生命科学类20,生命科学类21,2015
918633,数学类01,数学类02,2015
917959,生命科学类20,生命科学类21,2015
917957,交叉学科类05,交叉学科类06,2015
917956,生命科学类02,生命科学类03,2015
917955,生命科学类02,生命科学类03,2015
917954,政法类06,政法类07,2015
917952,交叉学科类05,交叉学科类06,2015
917951,数学类01,数学类02,2015
917950,交叉学科类05,交叉学科类06,2015
917949,生命科学类20,生命科学类21,2015
917958,数学类01,数学类02,2015
918634,数学类01,数学类02,2015
918635,工科大类03,工科大类04,2015
918636,生命科学类02,生命科学类03,2015
919323,化学类11,化学类07,2015
919316,生命科学类20,生命科学类21,2015
919315,生命科学类16,生命科学类01,2015
919314,政法类06,政法类07,2015
919312,数学类01,数学类02,2015
919304,数学类01,数学类02,2015
